ANYO_ACADEMICO;COD_PROV;NOM_PROV;COD_MUN;NOM_MUN;COD_CONSER;NOM_CONSER;COD_GRADO;DESC_GRADO;CURSO;INSTRUMENTO;MATRICULADOS
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;ARPA;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;CLARINETE;4
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;CLAVE;2
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;FAGOT;4
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;FLAUTA TRAVESERA;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;GUITARRA;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;OBOE;4
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;PIANO;10
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;TROMBÓN;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;TROMPA;4
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;TROMPETA;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;VIOLA;7
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;VIOLONCELLO;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;VIOLÍN;5
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;ARPA;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;CLARINETE;4
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;CONTRABAJO;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;FAGOT;5
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;FLAUTA TRAVESERA;5
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;GUITARRA;8
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;OBOE;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;PERCUSIÓN;2
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;PIANO;21
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;SAXOFÓN;6
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;TROMBÓN;2
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;TROMPETA;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;TUBA;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;VIOLA;2
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;VIOLONCELLO;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;VIOLÍN;8
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;ARPA;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;CLARINETE;4
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;CLAVE;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;CONTRABAJO;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;FLAUTA TRAVESERA;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;GUITARRA;7
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;OBOE;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;PERCUSIÓN;2
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;PIANO;15
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;SAXOFÓN;4
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;TROMBÓN;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;TROMPETA;4
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;TUBA;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;VIOLA;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;VIOLONCELLO;8
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;VIOLÍN;14
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;ARPA;4
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;CLARINETE;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;CONTRABAJO;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;FAGOT;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;FLAUTA TRAVESERA;8
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;GUITARRA;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;OBOE;2
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;PERCUSIÓN;6
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;PIANO;17
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;SAXOFÓN;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;TROMBÓN;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;TROMPETA;2
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;TUBA;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;VIOLA;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;VIOLONCELLO;5
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;VIOLÍN;7
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA;GUITARRA;7
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA;TROMPA;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;ARPA;2
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;CANT;5
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;CLARINETE;16
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;CLAVE;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;CONTRABAJO;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;FLAUTA TRAVESERA;5
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;INSTRUMENTOS DE PÚA ;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;OBOE;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;PERCUSIÓN;6
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;PIANO;9
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;SAXOFÓN;8
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;TROMBÓN;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;TROMPETA;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;TUBA;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;VIOLA;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;VIOLONCELLO;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;VIOLÍN;8
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;ÓRGANO;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA;CANT;1
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA;OBOE;6
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA;PERCUSIÓN;6
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA;TROMPA;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA;VIOLÍN;13
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;ARPA;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;CLARINETE;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;CLAVE;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;CONTRABAJO;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;FAGOT;2
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;FLAUTA TRAVESERA;7
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;GUITARRA;3
2019-2020;03;ALICANTE/ALACANT;03014;ALACANT/ALICANTE;03014678;CONSERVATORI PROFESSIONAL DE MÚSICA GUITARRISTA J.TOMÁS;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;INSTRUMENTOS DE PÚA ;2
