ANYO_ACADEMICO;COD_PROV;NOM_PROV;COD_MUN;NOM_MUN;COD_CONSER;NOM_CONSER;COD_GRADO;DESC_GRADO;CURSO;INSTRUMENTO;MATRICULADOS
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;FAGOT;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;GUITARRA;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;OBOE;4
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;SAXOFÓN;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;TROMBÓN;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;TROMPA;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;TROMPETA;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;VIOLA;4
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;VIOLONCELLO;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;1º ENSEÑANZA ELEMENTAL MÚSICA;VIOLÍN;7
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;CLARINETE;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;CONTRABAJO;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;FAGOT;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;FLAUTA TRAVESERA;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;GUITARRA;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;OBOE;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;PERCUSIÓN;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;PIANO;19
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;SAXOFÓN;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;TROMBÓN;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;TROMPA;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;TROMPETA;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;TUBA;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;VIOLONCELLO;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;2º ENSEÑANZA ELEMENTAL MÚSICA;VIOLÍN;9
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;CONTRABAJO;5
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;FLAUTA TRAVESERA;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;GUITARRA;5
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;OBOE;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;PERCUSIÓN;5
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;PIANO;12
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;SAXOFÓN;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;TROMBÓN;4
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;TROMPA;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;TROMPETA;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;TUBA;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;VIOLA;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;VIOLONCELLO;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;3º ENSEÑANZA ELEMENTAL MÚSICA;VIOLÍN;7
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;CLARINETE;6
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;CONTRABAJO;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;FAGOT;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;FLAUTA TRAVESERA;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;GUITARRA;6
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;OBOE;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;PERCUSIÓN;4
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;PIANO;4
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;SAXOFÓN;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;TROMBÓN;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;TROMPA;4
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;TROMPETA;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;VIOLA;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;E;ENSEÑANZA ELEMENTAL MÚSICA;4º ENSEÑANZA ELEMENTAL MÚSICA;VIOLÍN;8
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA;GUITARRA;7
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA;TROMPA;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;CANT;5
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;CLARINETE;6
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;CONTRABAJO;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;FAGOT;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;FLAUTA TRAVESERA;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;OBOE;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;PERCUSIÓN;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;PIANO;14
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;SAXOFÓN;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;TROMBÓN;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;TROMPETA;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;VIOLA;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;1º ENSEÑANZA PROFESIONAL MÚSICA ;VIOLÍN;5
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA;OBOE;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA;PERCUSIÓN;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA;TROMPA;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA;VIOLÍN;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;CLARINETE;5
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;CONTRABAJO;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;FAGOT;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;FLAUTA TRAVESERA;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;GUITARRA;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;PIANO;19
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;SAXOFÓN;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;TROMBÓN;4
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;TROMPETA;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;TUBA;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;VIOLA;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;2º ENSEÑANZA PROFESIONAL MÚSICA ;VIOLONCELLO;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;3º ENSEÑANZA PROFESIONAL MÚSICA;CANT;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;3º ENSEÑANZA PROFESIONAL MÚSICA;FAGOT;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;3º ENSEÑANZA PROFESIONAL MÚSICA;TROMPA;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;3º ENSEÑANZA PROFESIONAL MÚSICA ;CLARINETE;6
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;3º ENSEÑANZA PROFESIONAL MÚSICA ;GUITARRA;4
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;3º ENSEÑANZA PROFESIONAL MÚSICA ;OBOE;4
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;3º ENSEÑANZA PROFESIONAL MÚSICA ;PIANO;14
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;3º ENSEÑANZA PROFESIONAL MÚSICA ;SAXOFÓN;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;3º ENSEÑANZA PROFESIONAL MÚSICA ;TROMBÓN;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;3º ENSEÑANZA PROFESIONAL MÚSICA ;TROMPETA;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;3º ENSEÑANZA PROFESIONAL MÚSICA ;TUBA;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;3º ENSEÑANZA PROFESIONAL MÚSICA ;VIOLA;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;3º ENSEÑANZA PROFESIONAL MÚSICA ;VIOLONCELLO;5
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;3º ENSEÑANZA PROFESIONAL MÚSICA ;VIOLÍN;9
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;4º ENSEÑANZA PROFESIONAL MÚSICA;CANT;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;4º ENSEÑANZA PROFESIONAL MÚSICA;SAXOFÓN;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;4º ENSEÑANZA PROFESIONAL MÚSICA;TROMBÓN;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;4º ENSEÑANZA PROFESIONAL MÚSICA ;CLARINETE;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;4º ENSEÑANZA PROFESIONAL MÚSICA ;CONTRABAJO;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;4º ENSEÑANZA PROFESIONAL MÚSICA ;FLAUTA TRAVESERA;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;4º ENSEÑANZA PROFESIONAL MÚSICA ;GUITARRA;7
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;4º ENSEÑANZA PROFESIONAL MÚSICA ;OBOE;3
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;4º ENSEÑANZA PROFESIONAL MÚSICA ;PERCUSIÓN;2
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;4º ENSEÑANZA PROFESIONAL MÚSICA ;PIANO;7
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;4º ENSEÑANZA PROFESIONAL MÚSICA ;TROMPA;1
2019-2020;03;ALICANTE/ALACANT;03065;ELX/ELCHE;03011094;CONSERVATORI PROFESSIONAL DE MÚSICA;P;ENSEÑANZA PROFESIONAL MÚSICA;4º ENSEÑANZA PROFESIONAL MÚSICA ;TROMPETA;2
